@relation 'drg_DRG194_set-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6-weka.filters.unsupervised.attribute.Remove-R2,4,7-weka.filters.unsupervised.attribute.Remove-R1'

@attribute providerRegionDescription {RIDCASantaCruz,RIDCTHartford,RIDFLMiami,RIDFLOcala,RIDALDothan,RIDALBirmingham,RIDALMontgomery,RIDALHuntsville,RIDALMobile,RIDGARome,RIDFLPensacola,RIDFLOrlando,RIDMSTupelo,RIDALTuscaloosa,RIDAKAnchorage,RIDAZPhoenix,RIDAZTucson,RIDAZMesa,RIDAZSunCity,RIDNMAlbuquerque,RIDNVLasVegas,RIDARSpringdale,RIDARLittleRock,RIDARFortSmith,RIDTNMemphis,RIDARJonesboro,RIDMOSpringfield,RIDARTexarkana,RIDCAAlamedaCounty,RIDCARedding,RIDCASanMateoCounty,RIDCASanFrancisco,RIDCANapa,RIDCASacramento,RIDCASanLuisObispo,RIDCALosAngeles,RIDCASanBernardino,RIDCASanDiego,RIDCAChico,RIDCABakersfield,RIDCASanJose,RIDCAFresno,RIDCAOrangeCounty,RIDCAVentura,RIDCAStockton,RIDCASantaRosa,RIDCASantaBarbara,RIDCASalinas,RIDCAModesto,RIDCAContraCostaCounty,RIDCAPalmSprings/RanchoM,RIDORMedford,RIDCOGreeley,RIDCOBoulder,RIDCODenver,RIDCOGrandJunction,RIDCOColoradoSprings,RIDCOFortCollins,RIDCOPueblo,RIDCTNewHaven,RIDCTBridgeport,RIDDEWilmington,RIDMDSalisbury,RIDDCWashington,RIDFLJacksonville,RIDFLFortLauderdale,RIDFLFortMyers,RIDFLOrmondBeach,RIDFLPanamaCity,RIDFLSt.Petersburg,RIDFLBradenton,RIDFLClearwater,RIDFLTampa,RIDFLHudson,RIDFLSarasota,RIDFLGainesville,RIDFLTallahassee,RIDFLLakeland,RIDGAAtlanta,RIDGAMacon,RIDTNChattanooga,RIDGAAlbany,RIDGASavannah,RIDGAAugusta,RIDGAColumbus,RIDHIHonolulu,RIDIDBoise,RIDWASpokane,RIDIDIdahoFalls,RIDUTSaltLakeCity,RIDILPeoria,RIDMOSt.Louis,RIDILJoliet,RIDILMelrosePark,RIDILEvanston,RIDILRockford,RIDILSpringfield,RIDILChicago,RIDILAurora,RIDILElgin,RIDILBlueIsland,RIDWIMilwaukee,RIDILUrbana,RIDILHinsdale,RIDILBloomington,RIDINEvansville,RIDKYPaducah,RIDIADavenport,RIDINIndianapolis,RIDINGary,RIDINLafayette,RIDINMunster,RIDINSouthBend,RIDKYLouisville,RIDINFortWayne,RIDINTerreHaute,RIDOHCincinnati,RIDINMuncie,RIDIADesMoines,RIDIAIowaCity,RIDNEOmaha,RIDIAWaterloo,RIDIACedarRapids,RIDIAMasonCity,RIDIADubuque,RIDSDSiouxFalls,RIDIASiouxCity,RIDKSTopeka,RIDMOJoplin,RIDMOKansasCity,RIDKSWichita,RIDOKTulsa,RIDTXAmarillo,RIDKYCovington,RIDKYLexington,RIDTNNashville,RIDWVHuntington,RIDTNKnoxville,RIDKYOwensboro,RIDLAMetairie,RIDLALafayette,RIDLAHouma,RIDLAShreveport,RIDLAMonroe,RIDLALakeCharles,RIDLABatonRouge,RIDLAAlexandria,RIDLANewOrleans,RIDLASlidell,RIDMEBangor,RIDMEPortland,RIDMDBaltimore,RIDMDTakomaPark,RIDWVMorgantown,RIDMAWorcester,RIDMABoston,RIDRIProvidence,RIDMASpringfield,RIDNYAlbany,RIDMIAnnArbor,RIDMIGrandRapids,RIDMIMuskegon,RIDMIKalamazoo,RIDMIRoyalOak,RIDMIDearborn,RIDMISt.Joseph,RIDMIDetroit,RIDMIPontiac,RIDMILansing,RIDMISaginaw,RIDMIMarquette,RIDWIGreenBay,RIDMITraverseCity,RIDOHToledo,RIDMIPetoskey,RIDMIFlint,RIDMNMinneapolis,RIDMNDuluth,RIDMNRochester,RIDMNSt.Cloud,RIDMNSt.Paul,RIDWILaCrosse,RIDNDFargo/MoorheadMN,RIDNHLebanon,RIDMSJackson,RIDMSGulfport,RIDMSOxford,RIDMSMeridian,RIDMSHattiesburg,RIDMOColumbia,RIDMOCapeGirardeau,RIDMTBillings,RIDMTGreatFalls,RIDMTMissoula,RIDNELincoln,RIDNVReno,RIDNHManchester,RIDNJHackensack,RIDNJNewark,RIDPAPhiladelphia,RIDNJNewBrunswick,RIDNJCamden,RIDNJRidgewood,RIDNJMorristown,RIDNJPaterson,RIDPAAllentown,RIDTXElPaso,RIDTXLubbock,RIDNYEastLongIsland,RIDNYBuffalo,RIDNYWhitePlains,RIDNYRochester,RIDNYBronx,RIDNYBinghamton,RIDNYManhattan,RIDNYElmira,RIDVTBurlington,RIDNYSyracuse,RIDPAErie,RIDPASayre,RIDNCCharlotte,RIDNCAsheville,RIDNCWinstonSalem,RIDNCDurham,RIDNCRaleigh,RIDNCGreenville,RIDNCHickory,RIDTNJohnsonCity,RIDNCGreensboro,RIDNCWilmington,RIDOREugene,RIDVANorfolk,RIDNDBismarck,RIDNDMinot,RIDNDGrandForks,RIDOHColumbus,RIDOHDayton,RIDOHCanton,RIDOHAkron,RIDOHCleveland,RIDOHKettering,RIDOHYoungstown,RIDPAPittsburgh,RIDOHElyria,RIDOKOklahomaCity,RIDTXDallas,RIDOKLawton,RIDORPortland,RIDORBend,RIDORSalem,RIDPAScranton,RIDPADanville,RIDPAHarrisburg,RIDPAReading,RIDPAJohnstown,RIDPAYork,RIDPAAltoona,RIDPALancaster,RIDPAWilkesBarre,RIDSCCharleston,RIDSCFlorence,RIDSCSpartanburg,RIDSCGreenville,RIDSCColumbia,RIDSDRapidCity,RIDTNJackson,RIDTNKingsport,RIDTXBeaumont,RIDTXSanAntonio,RIDTXWichitaFalls,RIDTXBryan,RIDTXHouston,RIDTXVictoria,RIDTXHarlingen,RIDTXLongview,RIDTXFortWorth,RIDTXWaco,RIDTXCorpusChristi,RIDTXTemple,RIDTXAbilene,RIDTXAustin,RIDTXTyler,RIDTXMcAllen,RIDTXOdessa,RIDTXSanAngelo,RIDUTProvo,RIDUTOgden,RIDVACharlottesville,RIDVAWinchester,RIDWIMarshfield,RIDVARichmond,RIDVALynchburg,RIDVAArlington,RIDVARoanoke,RIDVANewportNews,RIDWASeattle,RIDWAEverett,RIDWAYakima,RIDWAOlympia,RIDWATacoma,RIDWVCharleston,RIDWIAppleton,RIDWIWausau,RIDWIMadison,RIDWINeenah,RIDWYCasper}
@attribute averageCoveredPayments {'\'(-inf-16988.408]\'','\'(16988.408-28884.216]\'','\'(28884.216-40780.024]\'','\'(40780.024-52675.832]\'','\'(52675.832-64571.64]\'','\'(64571.64-76467.448]\'','\'(76467.448-88363.256]\'','\'(88363.256-100259.064]\'','\'(100259.064-112154.872]\'','\'(112154.872-inf)\''}
@attribute averageTotalPayments {'\'(-inf-6573.001]\'','\'(6573.001-8426.802]\'','\'(8426.802-10280.603]\'','\'(10280.603-12134.404]\'','\'(12134.404-13988.205]\'','\'(13988.205-15842.006]\'','\'(15842.006-17695.807]\'','\'(17695.807-19549.608]\'','\'(19549.608-21403.409]\'','\'(21403.409-inf)\''}

@data
RIDINIndianapolis,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDINIndianapolis,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDKYLouisville,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDINIndianapolis,'\'(-inf-16988.408]\'','\'(6573.001-8426.802]\''
RIDINIndianapolis,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDINFortWayne,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDINSouthBend,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDINEvansville,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDINIndianapolis,'\'(16988.408-28884.216]\'','\'(6573.001-8426.802]\''
RIDOHCincinnati,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDINIndianapolis,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDINMuncie,'\'(16988.408-28884.216]\'','\'(6573.001-8426.802]\''
RIDINMunster,'\'(28884.216-40780.024]\'','\'(-inf-6573.001]\''
RIDINFortWayne,'\'(-inf-16988.408]\'','\'(6573.001-8426.802]\''
RIDINIndianapolis,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDINEvansville,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDINFortWayne,'\'(-inf-16988.408]\'','\'(6573.001-8426.802]\''
RIDINGary,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDINIndianapolis,'\'(16988.408-28884.216]\'','\'(6573.001-8426.802]\''
RIDINLafayette,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDINIndianapolis,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDINIndianapolis,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDINEvansville,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDINMunster,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDINGary,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDINIndianapolis,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDINIndianapolis,'\'(40780.024-52675.832]\'','\'(6573.001-8426.802]\''
RIDINFortWayne,'\'(28884.216-40780.024]\'','\'(-inf-6573.001]\''
RIDINFortWayne,'\'(-inf-16988.408]\'','\'(6573.001-8426.802]\''
RIDINFortWayne,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDINIndianapolis,'\'(28884.216-40780.024]\'','\'(-inf-6573.001]\''
RIDINIndianapolis,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDINIndianapolis,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDINIndianapolis,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDKYLouisville,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDINIndianapolis,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDINMunster,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDINIndianapolis,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDINLafayette,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDKYLouisville,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDINSouthBend,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDIADesMoines,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDIADesMoines,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDIAIowaCity,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDIAIowaCity,'\'(16988.408-28884.216]\'','\'(6573.001-8426.802]\''
RIDIADesMoines,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDIADesMoines,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDNEOmaha,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDIAIowaCity,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDIADesMoines,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDIADesMoines,'\'(16988.408-28884.216]\'','\'(6573.001-8426.802]\''
RIDIADavenport,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDIAWaterloo,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDIACedarRapids,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDNEOmaha,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDIADavenport,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDIAIowaCity,'\'(16988.408-28884.216]\'','\'(8426.802-10280.603]\''
RIDIAMasonCity,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDIAWaterloo,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDIADubuque,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDIACedarRapids,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDIADavenport,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDIADesMoines,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDIADesMoines,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDIAIowaCity,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDIADavenport,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDIAWaterloo,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDSDSiouxFalls,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDIADubuque,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDIAIowaCity,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDSDSiouxFalls,'\'(-inf-16988.408]\'','\'(6573.001-8426.802]\''
RIDIASiouxCity,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDIADesMoines,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDIASiouxCity,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDKSTopeka,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDMOJoplin,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDMOKansasCity,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDKSWichita,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDKSWichita,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDKSWichita,'\'(16988.408-28884.216]\'','\'(6573.001-8426.802]\''
RIDMOKansasCity,'\'(16988.408-28884.216]\'','\'(6573.001-8426.802]\''
RIDKSTopeka,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDKSWichita,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDKSWichita,'\'(16988.408-28884.216]\'','\'(6573.001-8426.802]\''
RIDKSWichita,'\'(16988.408-28884.216]\'','\'(8426.802-10280.603]\''
RIDKSWichita,'\'(16988.408-28884.216]\'','\'(6573.001-8426.802]\''
RIDKSWichita,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDKSWichita,'\'(-inf-16988.408]\'','\'(6573.001-8426.802]\''
RIDMOKansasCity,'\'(28884.216-40780.024]\'','\'(6573.001-8426.802]\''
RIDMOKansasCity,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDMOJoplin,'\'(28884.216-40780.024]\'','\'(-inf-6573.001]\''
RIDKSWichita,'\'(16988.408-28884.216]\'','\'(6573.001-8426.802]\''
RIDKSTopeka,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDKSTopeka,'\'(16988.408-28884.216]\'','\'(6573.001-8426.802]\''
RIDKSTopeka,'\'(-inf-16988.408]\'','\'(8426.802-10280.603]\''
RIDKSWichita,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDMOKansasCity,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDKSWichita,'\'(-inf-16988.408]\'','\'(6573.001-8426.802]\''
RIDKSWichita,'\'(-inf-16988.408]\'','\'(8426.802-10280.603]\''
RIDKSWichita,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDKSWichita,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDKSWichita,'\'(28884.216-40780.024]\'','\'(6573.001-8426.802]\''
RIDMOKansasCity,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDMOKansasCity,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDKSTopeka,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDOKTulsa,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDMOKansasCity,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDKSWichita,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDTXAmarillo,'\'(-inf-16988.408]\'','\'(6573.001-8426.802]\''
RIDKSWichita,'\'(16988.408-28884.216]\'','\'(6573.001-8426.802]\''
RIDMOKansasCity,'\'(28884.216-40780.024]\'','\'(-inf-6573.001]\''
RIDMOKansasCity,'\'(28884.216-40780.024]\'','\'(-inf-6573.001]\''
RIDMOKansasCity,'\'(28884.216-40780.024]\'','\'(-inf-6573.001]\''
RIDKSWichita,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDKSWichita,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDKSWichita,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDKSWichita,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDKYCovington,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDKYLexington,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDTNNashville,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDKYLexington,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDWVHuntington,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDKYLexington,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDKYLexington,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDKYLouisville,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDTNNashville,'\'(16988.408-28884.216]\'','\'(6573.001-8426.802]\''
RIDKYLouisville,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDKYLouisville,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDKYLexington,'\'(-inf-16988.408]\'','\'(6573.001-8426.802]\''
RIDKYLexington,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDTNKnoxville,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDTNKnoxville,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDKYLouisville,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDKYPaducah,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDKYLexington,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDKYCovington,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDWVHuntington,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDKYOwensboro,'\'(-inf-16988.408]\'','\'(6573.001-8426.802]\''
RIDKYLouisville,'\'(16988.408-28884.216]\'','\'(6573.001-8426.802]\''
RIDKYLexington,'\'(16988.408-28884.216]\'','\'(6573.001-8426.802]\''
RIDKYLexington,'\'(28884.216-40780.024]\'','\'(6573.001-8426.802]\''
RIDKYCovington,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDKYLexington,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDKYLexington,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDKYLexington,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDKYLexington,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDTNNashville,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDKYLexington,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDINEvansville,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDKYLexington,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDTNNashville,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDKYLexington,'\'(16988.408-28884.216]\'','\'(8426.802-10280.603]\''
RIDKYLexington,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDKYLouisville,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDKYLexington,'\'(52675.832-64571.64]\'','\'(-inf-6573.001]\''
RIDKYLexington,'\'(-inf-16988.408]\'','\'(6573.001-8426.802]\''
RIDKYLexington,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDKYLouisville,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDKYLouisville,'\'(16988.408-28884.216]\'','\'(6573.001-8426.802]\''
RIDKYLexington,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDKYPaducah,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDKYPaducah,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDKYLexington,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDKYPaducah,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDKYLexington,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDKYPaducah,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDKYLouisville,'\'(-inf-16988.408]\'','\'(6573.001-8426.802]\''
RIDKYLouisville,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDKYLexington,'\'(-inf-16988.408]\'','\'(6573.001-8426.802]\''
RIDKYPaducah,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDKYPaducah,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDTNNashville,'\'(28884.216-40780.024]\'','\'(-inf-6573.001]\''
RIDKYLexington,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDWVHuntington,'\'(28884.216-40780.024]\'','\'(-inf-6573.001]\''
RIDKYLouisville,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDKYLexington,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDKYLouisville,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDKYLexington,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDKYLouisville,'\'(28884.216-40780.024]\'','\'(8426.802-10280.603]\''
RIDKYLexington,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDKYLouisville,'\'(-inf-16988.408]\'','\'(6573.001-8426.802]\''
RIDLAMetairie,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDLALafayette,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDLAHouma,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDLAShreveport,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDLAHouma,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDLAMonroe,'\'(-inf-16988.408]\'','\'(6573.001-8426.802]\''
RIDLALakeCharles,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDLAHouma,'\'(28884.216-40780.024]\'','\'(6573.001-8426.802]\''
RIDLABatonRouge,'\'(52675.832-64571.64]\'','\'(-inf-6573.001]\''
RIDLALafayette,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDLAAlexandria,'\'(16988.408-28884.216]\'','\'(6573.001-8426.802]\''
RIDLABatonRouge,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDLALafayette,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDLAAlexandria,'\'(28884.216-40780.024]\'','\'(-inf-6573.001]\''
RIDLALakeCharles,'\'(28884.216-40780.024]\'','\'(-inf-6573.001]\''
RIDLALafayette,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDLANewOrleans,'\'(-inf-16988.408]\'','\'(6573.001-8426.802]\''
RIDLANewOrleans,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDLASlidell,'\'(28884.216-40780.024]\'','\'(-inf-6573.001]\''
RIDLAShreveport,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDLALafayette,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDLAMetairie,'\'(28884.216-40780.024]\'','\'(-inf-6573.001]\''
RIDLANewOrleans,'\'(28884.216-40780.024]\'','\'(6573.001-8426.802]\''
RIDLALakeCharles,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDLALafayette,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDLALafayette,'\'(28884.216-40780.024]\'','\'(-inf-6573.001]\''
RIDLALakeCharles,'\'(28884.216-40780.024]\'','\'(6573.001-8426.802]\''
RIDLABatonRouge,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDLABatonRouge,'\'(-inf-16988.408]\'','\'(6573.001-8426.802]\''
RIDLAMonroe,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDLAShreveport,'\'(28884.216-40780.024]\'','\'(6573.001-8426.802]\''
RIDLAShreveport,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDLAShreveport,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDLAShreveport,'\'(-inf-16988.408]\'','\'(8426.802-10280.603]\''
RIDLAAlexandria,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDLALafayette,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDLAAlexandria,'\'(16988.408-28884.216]\'','\'(6573.001-8426.802]\''
RIDLAShreveport,'\'(28884.216-40780.024]\'','\'(-inf-6573.001]\''
RIDLAShreveport,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDLAMonroe,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDLAShreveport,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDLAMonroe,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDLANewOrleans,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDLAMonroe,'\'(-inf-16988.408]\'','\'(6573.001-8426.802]\''
RIDLAShreveport,'\'(16988.408-28884.216]\'','\'(6573.001-8426.802]\''
RIDLAAlexandria,'\'(16988.408-28884.216]\'','\'(6573.001-8426.802]\''
RIDLAMetairie,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDLAMonroe,'\'(-inf-16988.408]\'','\'(6573.001-8426.802]\''
RIDLAMonroe,'\'(28884.216-40780.024]\'','\'(-inf-6573.001]\''
RIDLAAlexandria,'\'(28884.216-40780.024]\'','\'(-inf-6573.001]\''
RIDLALafayette,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDLAMetairie,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDLANewOrleans,'\'(16988.408-28884.216]\'','\'(8426.802-10280.603]\''
RIDLAMetairie,'\'(28884.216-40780.024]\'','\'(-inf-6573.001]\''
RIDLAHouma,'\'(-inf-16988.408]\'','\'(6573.001-8426.802]\''
RIDLAMonroe,'\'(-inf-16988.408]\'','\'(6573.001-8426.802]\''
RIDLABatonRouge,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDLASlidell,'\'(40780.024-52675.832]\'','\'(-inf-6573.001]\''
RIDLALafayette,'\'(28884.216-40780.024]\'','\'(-inf-6573.001]\''
RIDLAShreveport,'\'(-inf-16988.408]\'','\'(6573.001-8426.802]\''
RIDLAShreveport,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDLABatonRouge,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDLASlidell,'\'(16988.408-28884.216]\'','\'(-inf-6573.001]\''
RIDLALafayette,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDLAMetairie,'\'(28884.216-40780.024]\'','\'(6573.001-8426.802]\''
RIDLAAlexandria,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDMEBangor,'\'(-inf-16988.408]\'','\'(-inf-6573.001]\''
RIDMEPortland,'\'(-inf-16988.408]\'','\'(8426.802-10280.603]\''
